factor,level,name,value
Crop,Carbon Corn,CO2_flux_ug_g_d_mean,13.0519008893069
Crop,Carbon Corn,CO2_flux_ug_g_d_sd,4.75764982476891
Crop,Carbon Corn,cum_CO2_flux_ug_g_mean,2695.24002590081
Crop,Carbon Corn,cum_CO2_flux_ug_g_sd,917.739431359294
Crop,Carbon Miscanthus,CO2_flux_ug_g_d_mean,15.8838380193597
Crop,Carbon Miscanthus,CO2_flux_ug_g_d_sd,6.54941317489638
Crop,Carbon Miscanthus,cum_CO2_flux_ug_g_mean,3020.63454100991
Crop,Carbon Miscanthus,cum_CO2_flux_ug_g_sd,1259.94940056899
Crop,Control Corn,CO2_flux_ug_g_d_mean,11.5507306145154
Crop,Control Corn,CO2_flux_ug_g_d_sd,4.4427505059142
Crop,Control Corn,cum_CO2_flux_ug_g_mean,2332.25884959353
Crop,Control Corn,cum_CO2_flux_ug_g_sd,790.946854025028
Crop,Control Miscanthus,CO2_flux_ug_g_d_mean,14.8582723411863
Crop,Control Miscanthus,CO2_flux_ug_g_d_sd,6.56132577898981
Crop,Control Miscanthus,cum_CO2_flux_ug_g_mean,2845.60884863346
Crop,Control Miscanthus,cum_CO2_flux_ug_g_sd,1304.28335134266
Crop,Nitrogen Corn,CO2_flux_ug_g_d_mean,10.3707031200305
Crop,Nitrogen Corn,CO2_flux_ug_g_d_sd,4.64046451530523
Crop,Nitrogen Corn,cum_CO2_flux_ug_g_mean,2157.28647953752
Crop,Nitrogen Corn,cum_CO2_flux_ug_g_sd,931.272809003758
Crop,Nitrogen Miscanthus,CO2_flux_ug_g_d_mean,15.0196339434331
Crop,Nitrogen Miscanthus,CO2_flux_ug_g_d_sd,6.30730568748663
Crop,Nitrogen Miscanthus,cum_CO2_flux_ug_g_mean,2684.78601197331
Crop,Nitrogen Miscanthus,cum_CO2_flux_ug_g_sd,1279.15983100339
Crop,Carbon Corn,N2ON_flux_ug_g_d_mean,0.0109462575833333
Crop,Carbon Corn,N2ON_flux_ug_g_d_sd,0.0263744055532939
Crop,Carbon Corn,cum_N2O_flux_ug_g_mean,1.02191962166667
Crop,Carbon Corn,cum_N2O_flux_ug_g_sd,3.96546200902524
Crop,Carbon Miscanthus,N2ON_flux_ug_g_d_mean,0.0281837689166667
Crop,Carbon Miscanthus,N2ON_flux_ug_g_d_sd,0.0849951852816432
Crop,Carbon Miscanthus,cum_N2O_flux_ug_g_mean,7.37065397408333
Crop,Carbon Miscanthus,cum_N2O_flux_ug_g_sd,19.4421150558549
Crop,Control Corn,N2ON_flux_ug_g_d_mean,0.03723997025
Crop,Control Corn,N2ON_flux_ug_g_d_sd,0.0813242920052648
Crop,Control Corn,cum_N2O_flux_ug_g_mean,4.68548422608333
Crop,Control Corn,cum_N2O_flux_ug_g_sd,10.5026585448919
Crop,Control Miscanthus,N2ON_flux_ug_g_d_mean,0.0575571119166667
Crop,Control Miscanthus,N2ON_flux_ug_g_d_sd,0.132246570959871
Crop,Control Miscanthus,cum_N2O_flux_ug_g_mean,10.6849041323333
Crop,Control Miscanthus,cum_N2O_flux_ug_g_sd,19.5127021820962
Crop,Nitrogen Corn,N2ON_flux_ug_g_d_mean,0.0178861539166667
Crop,Nitrogen Corn,N2ON_flux_ug_g_d_sd,0.0378428219416583
Crop,Nitrogen Corn,cum_N2O_flux_ug_g_mean,2.80739561075
Crop,Nitrogen Corn,cum_N2O_flux_ug_g_sd,3.68445526453656
Crop,Nitrogen Miscanthus,N2ON_flux_ug_g_d_mean,0.0452774633333333
Crop,Nitrogen Miscanthus,N2ON_flux_ug_g_d_sd,0.112571708528391
Crop,Nitrogen Miscanthus,cum_N2O_flux_ug_g_mean,12.4896155194167
Crop,Nitrogen Miscanthus,cum_N2O_flux_ug_g_sd,23.5066352835813
Crop,Carbon Corn,net_min_rate_rel_mean,-0.932341694331828
Crop,Carbon Corn,net_min_rate_rel_sd,0.779258700482464
Crop,Carbon Corn,net_min_rate_abs_mean,4.94801176326196
Crop,Carbon Corn,net_min_rate_abs_sd,1.97567371354608
Crop,Carbon Corn,net_nitr_rate_rel_mean,-0.964968182249698
Crop,Carbon Corn,net_nitr_rate_rel_sd,0.816916295026825
Crop,Carbon Corn,net_nitr_rate_abs_mean,5.01163636257108
Crop,Carbon Corn,net_nitr_rate_abs_sd,1.94742105449612
Crop,Carbon Corn,no3n_mg_kg_1_mean,176.416657902652
Crop,Carbon Corn,no3n_mg_kg_1_sd,58.7021988611322
Crop,Carbon Corn,nh4n_mg_kg_1_mean,3.76111346967304
Crop,Carbon Corn,nh4n_mg_kg_1_sd,1.45226552902167
Crop,Carbon Miscanthus,net_min_rate_rel_mean,0.350670822608719
Crop,Carbon Miscanthus,net_min_rate_rel_sd,1.81086342544313
