Order,Sample.Name,NH4N.mgl,NO3N.mgl,Crop,Treatment,Addition,Day,sum_012025039,BM005,BM009,BM012,BM16S,BM016,BM025,BM039,name,value
2,2b,0.889672914,0.050360602,Corn,0N,Carbon,5,2.08e+09,7651103.497,24527723.28,20106900.38,2195678782,0,10990804.75,13018230.3,log_norB.sum,22.2558227050446
2,2b,0.889672914,0.050360602,Corn,0N,Carbon,5,2.08e+09,7651103.497,24527723.28,20106900.38,2195678782,0,10990804.75,13018230.3,cnorB,1.3e+09
2,2b,0.889672914,0.050360602,Corn,0N,Carbon,5,2.08e+09,7651103.497,24527723.28,20106900.38,2195678782,0,10990804.75,13018230.3,log_cnorB,20.9856301014139
3,3b,1.290025726,4.072913701,Corn,0N,Nitrogen,5,20800000,0,0,0,85543364.18,0,0,0,log_012,7.189938666
3,3b,1.290025726,4.072913701,Corn,0N,Nitrogen,5,20800000,0,0,0,85543364.18,0,0,0,ave_012,15500000
3,3b,1.290025726,4.072913701,Corn,0N,Nitrogen,5,20800000,0,0,0,85543364.18,0,0,0,log_025,6.042093176
3,3b,1.290025726,4.072913701,Corn,0N,Nitrogen,5,20800000,0,0,0,85543364.18,0,0,0,ave_025,1100000
3,3b,1.290025726,4.072913701,Corn,0N,Nitrogen,5,20800000,0,0,0,85543364.18,0,0,0,log_039,6.628291256
3,3b,1.290025726,4.072913701,Corn,0N,Nitrogen,5,20800000,0,0,0,85543364.18,0,0,0,ave_039,4250000
3,3b,1.290025726,4.072913701,Corn,0N,Nitrogen,5,20800000,0,0,0,85543364.18,0,0,0,F1R2_log,5.092958633
3,3b,1.290025726,4.072913701,Corn,0N,Nitrogen,5,20800000,0,0,0,85543364.18,0,0,0,F1R2_ave,124000
3,3b,1.290025726,4.072913701,Corn,0N,Nitrogen,5,20800000,0,0,0,85543364.18,0,0,0,ave_sum,20850000
3,3b,1.290025726,4.072913701,Corn,0N,Nitrogen,5,20800000,0,0,0,85543364.18,0,0,0,log_sum,7.318831001
3,3b,1.290025726,4.072913701,Corn,0N,Nitrogen,5,20800000,0,0,0,85543364.18,0,0,0,norB.001,60100000
3,3b,1.290025726,4.072913701,Corn,0N,Nitrogen,5,20800000,0,0,0,85543364.18,0,0,0,log_norB.001,17.9115203995054
3,3b,1.290025726,4.072913701,Corn,0N,Nitrogen,5,20800000,0,0,0,85543364.18,0,0,0,norB.006,97200000
3,3b,1.290025726,4.072913701,Corn,0N,Nitrogen,5,20800000,0,0,0,85543364.18,0,0,0,log_norB.006,18.3922812694307
3,3b,1.290025726,4.072913701,Corn,0N,Nitrogen,5,20800000,0,0,0,85543364.18,0,0,0,norB.039,9060000
3,3b,1.290025726,4.072913701,Corn,0N,Nitrogen,5,20800000,0,0,0,85543364.18,0,0,0,log_norB.039,16.0193796780192
3,3b,1.290025726,4.072913701,Corn,0N,Nitrogen,5,20800000,0,0,0,85543364.18,0,0,0,norB.sum,1.66e+08
3,3b,1.290025726,4.072913701,Corn,0N,Nitrogen,5,20800000,0,0,0,85543364.18,0,0,0,log_norB.sum,18.9274983463208
3,3b,1.290025726,4.072913701,Corn,0N,Nitrogen,5,20800000,0,0,0,85543364.18,0,0,0,cnorB,55500000
3,3b,1.290025726,4.072913701,Corn,0N,Nitrogen,5,20800000,0,0,0,85543364.18,0,0,0,log_cnorB,17.8318935787167
4,4b,0.722859243,0.157376882,Corn,112N,Control,5,4.86e+08,0,0,0,1134617535,4556112.637,17923848.65,0,log_012,8.513104154
